identifier,name_infered_activity,family,genus,species,evolutionary_order,cystein_group,major_group,zhang_subfamily,zhang_toxinType,zhang_conformation,ritu_class,activity,receptor,groups,representative,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance,x_tsne,y_tsne,z_tsne
SP|Q8IV16|Homo sapiens,GPIHBP1,Hominidae,Homo,Homo sapiens,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,8.245814,4.065198,6.816821,2.485561,0.6113078,0.36762884,,6.0905223,-12.435471,13.233536
TR|F5CPD4|Micrurus altirostris,NA,Elapidae,Micrurus,Micrurus altirostris,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,5.7619934,3.4150128,1.1708186,-0.027868465,0.08160036,-0.54452556,,-4.992425,-1.4664836,6.334035
TR|U3FVH6|Micrurus fulvius,NA,Elapidae,Micrurus,Micrurus fulvius,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,5.6662464,3.2790713,1.3130218,0.0032154936,0.20473266,-0.46927738,,-5.012213,-1.5504628,6.2811284
None|Chmy_10|Chelonia mydas,NA,Cheloniidae,Chelonia,Chelonia mydas,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,7.387489,3.226114,7.0942483,2.358139,0.81557804,-0.008061331,,2.4587128,-12.985411,9.357377
None|Cvir_PDHV02000188_1_35190_37247_mka|Crotalus viridis,NA,Viperidae,Crotalus,Crotalus viridis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4669466,5.358737,2.0231922,-0.9715713,0.11368104,-0.38208863,,-0.33633047,7.047279,8.766529
None|Dacu_scaffold1201_gene_1_mRNA_1_mka|Deinagkistrodon acutus,NA,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.915873,3.9858854,1.3312296,-0.34468618,0.13435028,-0.5535047,,-4.8383245,0.16794774,7.844152
None|Dacu_scaffold1201_gene_1_mRNA_5_mka|Deinagkistrodon acutus,NA,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.945376,3.7146192,1.1136669,-0.075725645,0.2234519,-0.5723912,,-4.8828454,-0.3039698,7.74059
None|Dacu_scaffold1201_gene_1_mRNA_2_mka|Deinagkistrodon acutus,NA,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.606505,3.904116,1.4134028,-0.2615719,0.19927905,-0.51213247,,-4.4860992,0.5445095,7.0069094
NCBI|CROTI_XM_039332038.1_21_260|Crotalus tigris,NA,Viperidae,Crotalus,Crotalus tigris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7282662,3.7613757,1.4345255,-0.25240052,0.24241558,-0.43037653,,-4.510325,0.47236678,7.083338
None|Dacu_scaffold1201_gene_1_mRNA_3_mka|Deinagkistrodon acutus,NA,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5355964,5.1254263,2.5926142,-0.850806,0.42359665,-0.07448604,,-0.5845175,2.466891,11.062021
NCBI|Tele_rna_XM_032222667_1_mka|Thamnophis elegans,NA,Colubridae,Thamnophis,Thamnophis elegans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.382159,4.74295,2.4255667,-0.58602715,0.20351145,-0.04291785,,-0.0042442176,6.380404,8.271926
None|Bmul_scaffold7_G00807_t1_mka|Bungarus multicinctus,NA,Elapidae,Bungarus,Bungarus multicinctus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5165067,4.793032,1.9189615,-0.71386135,0.11427763,-0.35852975,,-1.124557,6.4977617,8.522297
NCBI|THAEL_XM_032222748.1_26_265|Thamnophis elegans,NA,Colubridae,Thamnophis,Thamnophis elegans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.701407,3.9628515,1.2468415,-0.29457247,0.07697883,-0.65359634,,-5.9954543,0.975088,7.7324295
NCBI|Tele_rna_XM_032222748_1_mka|Thamnophis elegans,NA,Colubridae,Thamnophis,Thamnophis elegans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.814558,3.8915994,1.3560392,-0.29457247,0.07697883,-0.65359634,,-5.995455,0.975088,7.7324295
None|Bmul_scaffold7_G00808_t1_mka|Bungarus multicinctus,NA,Elapidae,Bungarus,Bungarus multicinctus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5686674,4.895964,1.9772933,-0.7699264,0.13663284,-0.27206653,,-0.559806,6.662104,8.519073
None|Dacu_scaffold1201_gene_1_mRNA_6|Deinagkistrodon acutus,NA,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6684947,4.5431185,1.6451759,-0.4260849,0.15750319,-0.5528667,,-4.415858,3.42772,7.7414546
TR|A0A194ASE3|Micrurus tener,NA,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.7032626,-1.4784297,2.5498505,-0.05593532,-0.3622343,-0.14096189,,-4.5412316,-1.1127799,-10.2550955
TR|A0A194ARC5|Micrurus tener,NA,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,0.9735141,-1.9747092,2.0667806,0.4099001,-0.2837368,-0.0125105465,,-7.096769,-1.6650078,-8.193945
TR|U3FYR0|Micrurus fulvius,NA,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.2650877,-2.2532256,1.8480353,0.40728524,-0.29414964,0.058527876,,-8.853723,-1.761781,-8.48438
TR|U3FYQ5|Micrurus fulvius,NA,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.098743,-1.9800924,2.040557,0.38486296,-0.28586918,-0.04088145,,-7.13437,-1.6675797,-8.202164
TR|U3FVG5|Micrurus fulvius,NA,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,2.525967,2.4954987,-2.7700713,0.38590413,-0.31777194,0.019960431,,7.0230613,-7.036916,-0.8997554
TR|U3F5B5|Micrurus fulvius,NA,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,2.5119665,2.4894478,-2.6155658,0.49205765,-0.3029114,0.046587616,,6.8528476,-7.630843,-1.2806561
TR|A0A194AT81|Micrurus tener,NA,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,2.5382462,2.4086661,-2.6836803,0.4849087,-0.28418383,0.0113784,,7.301309,-7.019109,-1.5479865
TR|A0A194APB1|Micrurus tener,NA,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,2.385056,2.4330199,-2.829221,0.5229007,-0.30151305,0.041752182,,7.01104,-7.4183154,-1.9588199
None|Bmul_scaffold7_G00803_t1_mka|Bungarus multicinctus,NA,Elapidae,Bungarus,Bungarus multicinctus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.891448,3.6742387,1.5920458,-0.22223881,0.22295527,-0.3972711,,-4.8483496,-1.2779733,6.398668
None|Gaga_7|Gallus gallus,NA,Phasianidae,Gallus,Gallus gallus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,7.5453835,3.3776531,7.2058887,2.8464203,0.59116805,-0.18329917,,2.5809531,-13.80131,10.053142
None|Oran_dn_10|Ornithorhynchus anatinus,NA,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,8.44784,4.129261,6.2560673,1.3921279,1.2833331,0.31901813,,6.007953,-10.163362,12.640415
None|Dacu_scaffold1201_gene_1_mRNA_4_mka|Deinagkistrodon acutus,NA,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9327164,5.4020953,1.790902,-0.5214109,0.7014841,-0.4572169,,-3.025161,4.2781935,13.4663515
TR|A0A098LYH6|Pantherophis guttatus,NA,Colubridae,Pantherophis,Pantherophis guttatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9197946,5.9976835,2.159077,-1.1606393,0.62366104,-0.5033594,,-0.09168764,6.6253223,10.8642
None|Vako7|Varanus komodoensis,NA,Varanidae,Varanus,Varanus komodoensis,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,7.9189343,3.8165684,5.163677,0.81157434,1.0448565,0.15005462,,2.2406187,-7.6727667,11.002685
None|Anca_6|Anolis carolinensis,NA,Dactyloidae,Anolis,Anolis carolinensis,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,7.092798,3.1654394,6.7521396,1.8502325,0.9570368,0.06494299,,2.433813,-11.795092,8.383638
None|Povi_6|Pogona vitticeps,NA,Agamidae,Pogona,Pogona vitticeps,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,7.1010733,3.1986694,6.9174843,2.0037181,0.9285058,0.09009441,,2.707759,-12.307158,7.8698287
None|Vako5|Varanus komodoensis,NA,Varanidae,Varanus,Varanus komodoensis,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,7.0059614,3.2347128,7.284546,2.4943683,0.9279552,0.15962918,,3.3666968,-13.429615,7.8728375
None|Gaga_8|Gallus gallus,NA,Phasianidae,Gallus,Gallus gallus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,7.582829,3.4640334,7.0271945,2.644191,0.38102588,-0.2826672,,3.1033487,-14.24286,11.188933
None|Gaga_6|Gallus gallus,NA,Phasianidae,Gallus,Gallus gallus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,7.225013,3.0581315,7.123018,2.2415357,0.83817965,-0.011073816,,2.1526961,-12.925075,8.712999
None|Prmu_6|Protobothrops mucrosquamatus,NA,Viperidae,Protobothrops,Protobothrops mucrosquamatus,1.0,snake genomic,snake genomic,NA,NA,NA,NA,NA,NA,NA,NA,6.4848094,3.7730737,4.0924788,-0.34186363,0.94622344,-0.057813995,,0.7399377,-4.706642,6.469031
None|Povi_7|Pogona vitticeps,NA,Agamidae,Pogona,Pogona vitticeps,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,7.818571,3.7108793,4.968908,0.42244148,0.92306274,0.17448936,,2.286816,-6.5641365,10.817967
SP|A7X3M9|Erythrolamprus poecilogyrus,Probable weak neurotoxin,Dipsadidae,Erythrolamprus,Erythrolamprus poecilogyrus,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,6.1261244,4.344244,2.561273,-0.5722888,0.42616472,-0.30462536,,0.08705267,3.371646,7.705827
None|Pybi_3|Python bivittatus,NA,Pythonidae,Python,Python bivittatus,1.0,snake genomic,snake genomic,NA,NA,NA,NA,NA,NA,NA,NA,8.218048,3.489274,6.1490126,1.5201795,0.80070615,-0.18314861,,2.2463794,-10.967444,12.086932
None|Nana_c3_dn_7|Naja naja,NA,Elapidae,Naja,Naja naja,1.0,snake genomic,snake genomic,NA,NA,NA,NA,NA,NA,NA,NA,8.124651,3.5118015,5.9450183,1.2295722,0.9800273,-0.43559444,,1.6532991,-10.790051,12.524403
TR|M9SZR1|Cylindrophis ruffus,NA,Cylindrophiidae,Cylindrophis,Cylindrophis ruffus,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,4.074746,2.7916777,2.929992,-0.27258825,-0.15421696,-0.059149396,,2.925848,3.551481,0.7685873
TR|A0A098LWQ5|Python regius,NA,Pythonidae,Python,Python regius,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,3.703071,2.7042134,3.128546,-0.4265095,-0.009919644,0.15554877,,4.9295444,1.2525148,1.2976918
TR|M9T1L2|Aspidites melanocephalus,NA,Pythonidae,Aspidites,Aspidites melanocephalus,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,3.7810762,2.561305,3.0578165,-0.29602933,0.08266048,0.17990921,,4.904228,0.7342725,0.9916861
TR|M9T271|Aspidites melanocephalus,NA,Pythonidae,Aspidites,Aspidites melanocephalus,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,4.01257,2.3475578,3.0155761,-0.20429938,0.06117683,0.10734498,,4.9130006,0.70449126,0.97687006
None|Phci_4|Phascolarctos cinereus,NA,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,8.395786,3.9239705,6.386437,1.7724838,1.0228323,-0.18646371,,4.069495,-11.253418,13.932596
None|Chmy_3|Chelonia mydas,NA,Cheloniidae,Chelonia,Chelonia mydas,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,8.374142,3.5347471,5.202074,0.87524635,0.95136887,0.24999039,,1.3594509,-7.1648536,12.708616
SP|Q16553|Homo sapiens,Ly6,Hominidae,Homo,Homo sapiens,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,7.511017,3.6284397,7.4855113,3.246694,0.6388405,0.15404338,,4.1944156,-13.981775,10.13676
None|Phci_16|Phascolarctos cinereus,NA,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,7.8297563,4.2688994,4.8148327,0.3621822,1.09808,0.24372461,,4.478936,-5.324434,11.387191
NCBI|Boiga_dendrophila_dendrophila_GGUB01000027|Boiga dendrophila dendrophila,NA,Colubridae,Boiga,Boiga dendrophila dendrophila,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,7.079172,6.1381993,2.5374198,-1.1113955,0.7815576,-0.34028348,,1.7780503,2.4677336,15.038293
None|Bmul_scaffold7_G00817_t1|Bungarus multicinctus,NA,Elapidae,Bungarus,Bungarus multicinctus,NA,NA,3FTX,Orphan VIII,neurotoxin,short chain,NA,NA,NA,NA,NA,5.8990316,2.4090912,1.1744914,-0.45176747,-0.0173113,-0.1059724,,-7.028106,-0.22486712,0.24938796
None|Nana_c3_dn_23|Naja naja,NA,Elapidae,Naja,Naja naja,4.0,snake genomic,snake genomic,NA,NA,NA,NA,NA,NA,NA,NA,4.4621577,1.7827972,-0.18072958,0.21664266,-0.34131998,-0.13715489,,-7.134739,-6.216397,-1.7999319
SP|Q2VBP8|Ophiophagus hannah,Long neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.2875824,3.397839,2.1218243,-0.10536521,-0.2625908,0.20524539,,11.885814,-0.9021635,-0.01757863
SP|Q8UW29|Hydrophis hardwickii,Long neurotoxin,Hydrophiidae,Hydrophis,Hydrophis hardwickii,5.0,Long-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,2.1802075,4.136567,3.0308232,-0.61795396,-0.16385634,0.274382,,8.518459,8.6116,1.6819065
None|Hcur_superscaf_587_797385_795811|Hydrophis curtus,NA,Hydrophiidae,Hydrophis,Hydrophis curtus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3442643,4.304694,3.083851,-0.58804905,-0.13551646,0.22262849,,8.5873995,8.589297,1.7120302
SP|A3FM53|Hydrophis hardwickii,Long neurotoxin,Hydrophiidae,Hydrophis,Hydrophis hardwickii,5.0,Long-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,2.348235,4.440355,3.0934398,-0.58804905,-0.13551646,0.22262849,,8.587324,8.589278,1.7120656
None|Chmy_12|Chelonia mydas,NA,Cheloniidae,Chelonia,Chelonia mydas,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,6.936176,3.321629,5.970148,1.433019,0.6319504,-0.304349,,0.05236116,-9.450686,6.9542646
TR|A7X3U4|Thrasops jacksonii,NA,Colubridae,Thrasops,Thrasops jacksonii,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,7.0461965,5.625285,1.9480543,-0.92854226,0.62044275,-0.3973467,,-2.59135,5.484356,12.12655
None|Phci_5|Phascolarctos cinereus,NA,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,8.40619,4.203479,5.9050803,1.1965679,1.1775135,0.19762535,,4.6806765,-9.135622,13.084379
None|Gaga_3|Gallus gallus,NA,Phasianidae,Gallus,Gallus gallus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,8.260223,3.5922778,5.318647,0.92446643,1.053601,-0.032337055,,1.5040714,-7.662124,12.598736
None|Oran8|Ornithorhynchus anatinus,NA,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,8.206265,4.2757487,4.7799306,0.11874916,1.6680096,0.042321667,,4.98359,-4.5920024,14.26943
None|Alsi_7|Alligator sinensis,NA,Alligatoridae,Alligator,Alligator sinensis,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,7.483957,3.313867,7.004611,2.2059333,0.9527232,0.021358423,,3.001901,-12.459974,9.325401
None|Oran_dn4|Ornithorhynchus anatinus,NA,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,7.8187146,3.970663,5.26297,0.819402,1.0189284,0.13701452,,2.8684647,-7.4362435,11.69625
None|Gaga_2|Gallus gallus,NA,Phasianidae,Gallus,Gallus gallus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,8.595822,3.6987157,6.1954336,1.7870896,0.8795615,0.3415345,,2.942797,-9.669562,15.246579
None|Oran2|Ornithorhynchus anatinus,NA,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,8.804151,3.9834318,5.5981126,1.2032002,1.4077882,0.31912088,,2.8783667,-7.927211,14.75672
SP|Q53B52|Ophiophagus hannah,Short neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,3.4604406,-2.5170562,2.0443416,-0.25545725,-0.19945294,0.031099303,,-1.344039,3.7864897,-7.0002775
SP|Q53B48|Ophiophagus hannah,Short neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,3.4176435,-2.6402957,1.9869365,-0.36287385,-0.24504694,-0.02472528,,-1.769318,4.139144,-7.7637362
SP|Q53B47|Ophiophagus hannah,Short neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,3.3838081,-2.2855744,2.0021572,-0.23811543,-0.3445749,-0.15238309,,-1.4772465,3.3945315,-8.073881
SP|Q53B50|Ophiophagus hannah,Short neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,3.4167964,-2.3845303,1.9066707,-0.35080954,-0.2792371,0.047514144,,-1.1812285,3.7576272,-7.078537
None|Alsi_10|Alligator sinensis,NA,Alligatoridae,Alligator,Alligator sinensis,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,8.013061,3.7092733,5.172485,0.6881708,1.1016085,0.2784361,,2.8105087,-6.9549413,9.900518
