identifier,name_infered_activity,family,genus,species,evolutionary_order,cystein_group,major_group,zhang_subfamily,zhang_toxinType,zhang_conformation,ritu_class,activity,receptor,groups,representative,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance,x_tsne,y_tsne,z_tsne
SP|Q9PTT0|Naja naja,Cobrotoxin,Elapidae,Naja,Naja naja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.134541,6.871599,14.478727,-0.086179264,-0.10981066,0.9718008,,-21.754168,-0.7236032,-3.3210926
None|Nana_c3_dn_19|Naja naja,NA,Elapidae,Naja,Naja naja,6.0,snake genomic,snake genomic,NA,NA,NA,NA,NA,NA,NA,NA,9.722257,4.5009828,9.021004,-1.1033549,0.38698235,-0.55130327,,-3.774775,-5.965903,-10.303048
None|Pybi_1|Python bivittatus,NA,Pythonidae,Python,Python bivittatus,1.0,snake genomic,snake genomic,NA,NA,NA,NA,NA,NA,NA,NA,2.1342726,2.7433302,6.5924153,2.0006316,0.36072576,0.009627479,,15.122935,0.5656483,-10.451903
None|Oran9|Ornithorhynchus anatinus,NA,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,4.2292767,2.949634,7.015534,0.44183046,0.75069237,0.034450956,,11.726617,-4.702165,-7.262647
None|Phci_2|Phascolarctos cinereus,NA,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,3.2896726,1.9878068,6.1541214,1.7110981,0.78084105,0.2525545,,10.535368,-4.1214294,-13.23062
NCBI|Pste_2|Pseudonaja textilis,NA,Elapidae,Pseudonaja,Pseudonaja textilis,1.0,snake genomic,snake genomic,NA,NA,NA,NA,NA,NA,NA,NA,2.4334786,2.0857062,6.5056977,2.2661903,0.23115572,-0.22479846,,16.58584,-2.0139775,-12.855924
None|Anca_5|Anolis carolinensis,NA,Dactyloidae,Anolis,Anolis carolinensis,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,0.672335,2.1797159,6.562273,3.5670276,0.44469187,0.01593661,,15.823859,5.33173,-13.816967
None|Anca_8|Anolis carolinensis,NA,Dactyloidae,Anolis,Anolis carolinensis,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,2.1218123,3.187572,6.0673437,1.6423999,-0.024880743,-0.40803418,,15.934292,2.918902,-6.6786256
None|Alsi_5|Alligator sinensis,NA,Alligatoridae,Alligator,Alligator sinensis,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,0.6230497,1.9496126,6.4224176,4.498116,0.38328755,0.18342224,,16.746307,5.3160963,-15.48842
None|Chmy_11|Chelonia mydas,NA,Cheloniidae,Chelonia,Chelonia mydas,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,0.92136353,1.8352228,6.359716,4.18915,0.10351126,0.061327014,,17.11005,3.2244735,-14.824261
None|Bmul_scaffold7_G00802_t1_mka|Bungarus multicinctus,NA,Elapidae,Bungarus,Bungarus multicinctus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.661205,6.600202,8.079064,-0.3827802,-0.023120072,-0.3125191,,1.4375622,-6.309636,-2.1907604
None|Alsi_4|Alligator sinensis,NA,Alligatoridae,Alligator,Alligator sinensis,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,3.8782208,2.9128358,6.7752304,0.922559,0.6464567,-0.017862828,,12.688916,-3.5604362,-7.216026
None|Gaga_4|Gallus gallus,NA,Phasianidae,Gallus,Gallus gallus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,0.7314488,1.8383801,6.520739,6.484778,0.14291868,-0.08302353,,17.336637,4.859544,-16.330006
None|Chmy_5|Chelonia mydas,NA,Cheloniidae,Chelonia,Chelonia mydas,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,0.57718015,2.1289268,6.5325274,3.9626126,0.280303,0.09506559,,17.145103,5.084819,-14.246614
None|Chmy_9|Chelonia mydas,NA,Cheloniidae,Chelonia,Chelonia mydas,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,2.095284,2.9380498,6.3786955,1.8980525,0.12348194,-0.31467897,,15.421387,-0.39726716,-9.067082
None|Alsi_2|Alligator sinensis,NA,Alligatoridae,Alligator,Alligator sinensis,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,2.9600184,1.8982822,5.767818,2.1919258,0.6022102,0.16490385,,10.608204,-1.3804903,-14.480095
SP|Q8IV16|Homo sapiens,GPIHBP1,Hominidae,Homo,Homo sapiens,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,2.0173364,1.4119763,6.540849,3.2763941,0.8216514,0.34839553,,16.18318,-2.52325,-17.248898
TR|F5CPD4|Micrurus altirostris,NA,Elapidae,Micrurus,Micrurus altirostris,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,7.41722,9.638033,7.651387,0.2841195,-0.5218042,-0.23521167,,8.312472,-2.7306123,14.813111
TR|U3FVH6|Micrurus fulvius,NA,Elapidae,Micrurus,Micrurus fulvius,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,7.227273,9.582958,7.7797184,0.47328553,-0.4092332,-0.14757079,,7.9178715,-2.3355556,15.927986
None|Chmy_10|Chelonia mydas,NA,Cheloniidae,Chelonia,Chelonia mydas,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,1.1171649,2.301356,6.6920104,3.4794016,0.2838201,0.049326442,,16.833109,3.0151353,-13.539801
None|Cvir_PDHV02000188_1_35190_37247_mka|Crotalus viridis,NA,Viperidae,Crotalus,Crotalus viridis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.050684,6.1370997,7.0949445,-0.63583654,-0.1036308,-0.5296433,,-0.5569885,-8.35414,3.678524
None|Dacu_scaffold1201_gene_1_mRNA_1_mka|Deinagkistrodon acutus,NA,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.681499,8.960044,7.1819105,0.10257037,-0.18579529,-0.5190215,,9.722581,-3.8289006,9.87939
None|Dacu_scaffold1201_gene_1_mRNA_5_mka|Deinagkistrodon acutus,NA,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7313952,9.134378,7.2667866,0.43861002,-0.24951105,-0.342829,,10.436507,-4.1933722,10.381654
None|Dacu_scaffold1201_gene_1_mRNA_2_mka|Deinagkistrodon acutus,NA,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8785677,8.848566,7.029302,0.21910265,-0.32321638,-0.29297674,,9.185976,-5.078917,11.187171
NCBI|CROTI_XM_039332038.1_21_260|Crotalus tigris,NA,Viperidae,Crotalus,Crotalus tigris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8949084,9.100885,7.1516337,0.2958004,-0.28238112,-0.26594839,,9.316092,-5.031961,11.033952
None|Dacu_scaffold1201_gene_1_mRNA_3_mka|Deinagkistrodon acutus,NA,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.047681,5.8423743,7.4635887,-0.45160866,0.23191564,-0.09162295,,7.0468063,-5.0830727,-3.0914006
NCBI|Tele_rna_XM_032222667_1_mka|Thamnophis elegans,NA,Colubridae,Thamnophis,Thamnophis elegans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.128907,6.9481134,6.7969146,-0.30318347,0.27555764,-0.17768691,,0.18893582,-6.296514,5.3983517
None|Bmul_scaffold7_G00807_t1_mka|Bungarus multicinctus,NA,Elapidae,Bungarus,Bungarus multicinctus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.476826,7.3192015,7.819185,-0.33098555,-0.30144456,-0.2696895,,-2.192772,-7.0843697,4.26885
NCBI|THAEL_XM_032222748.1_26_265|Thamnophis elegans,NA,Colubridae,Thamnophis,Thamnophis elegans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.957784,9.079723,7.284346,0.16374616,-0.29870903,-0.42425862,,9.728493,-6.2338414,10.208609
NCBI|Tele_rna_XM_032222748_1_mka|Thamnophis elegans,NA,Colubridae,Thamnophis,Thamnophis elegans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.843727,9.162971,7.275849,0.18257631,-0.24989593,-0.50284594,,9.732354,-6.2847843,10.190946
None|Bmul_scaffold7_G00808_t1_mka|Bungarus multicinctus,NA,Elapidae,Bungarus,Bungarus multicinctus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.486344,6.9985375,7.192305,-0.41540793,-0.06276426,-0.23580939,,-0.8768485,-7.6765494,3.7906885
None|Dacu_scaffold1201_gene_1_mRNA_6|Deinagkistrodon acutus,NA,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.729837,3.7318692,6.2764826,-0.12816139,-0.21569516,-0.6795323,,4.903352,-13.984155,7.3183675
TR|A0A194ASE3|Micrurus tener,NA,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,9.966475,8.803421,7.428392,-0.34992108,-0.076680474,-0.15750584,,-12.5427265,-1.5737491,9.910208
TR|A0A194ARC5|Micrurus tener,NA,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,9.824633,8.8041115,7.1313257,-0.053311296,-0.05226882,0.0715647,,-10.229853,-3.1552997,10.125572
TR|U3FYR0|Micrurus fulvius,NA,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,9.77712,9.07854,7.327861,0.025008438,0.05003936,0.1047632,,-11.31103,-1.9263737,8.243974
TR|U3FYQ5|Micrurus fulvius,NA,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,9.74447,8.862675,7.248587,-0.04262571,-0.05709031,0.045146596,,-10.276941,-3.1550028,10.084918
TR|U3FVG5|Micrurus fulvius,NA,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.806724,-1.4605502,5.4665,-0.12760282,-0.025601558,-0.029973108,,10.788762,14.715096,-2.7067516
TR|U3F5B5|Micrurus fulvius,NA,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.730502,-1.4825372,5.253194,0.095222704,-0.10870555,0.061063427,,10.800327,14.985735,-3.5239174
TR|A0A194AT81|Micrurus tener,NA,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.634207,-1.3527486,5.322757,0.09434767,-0.054215513,0.014236749,,11.672392,15.092548,-3.700923
TR|A0A194APB1|Micrurus tener,NA,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.618485,-1.4544235,5.259385,0.09795067,-0.086716175,0.06707639,,11.301103,15.560991,-3.4146457
None|Bmul_scaffold7_G00803_t1_mka|Bungarus multicinctus,NA,Elapidae,Bungarus,Bungarus multicinctus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.576087,9.548523,7.6068482,0.1908054,-0.47192517,-0.1622005,,8.39587,-3.9582622,15.198434
None|Gaga_7|Gallus gallus,NA,Phasianidae,Gallus,Gallus gallus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,1.1184983,1.9973534,6.4301906,3.98967,0.035003938,0.039735872,,17.060387,2.5094104,-14.973801
None|Oran_dn_10|Ornithorhynchus anatinus,NA,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,2.1848915,1.2973074,6.6862607,2.9370446,0.7400127,0.29828116,,15.908262,-2.4721782,-16.09104
None|Dacu_scaffold1201_gene_1_mRNA_4_mka|Deinagkistrodon acutus,NA,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.491888,1.8631449,6.422196,0.14935441,0.23164505,-0.30700162,,14.022231,-18.250177,-0.3179202
TR|A0A098LYH6|Pantherophis guttatus,NA,Colubridae,Pantherophis,Pantherophis guttatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.814124,2.90593,7.5264254,-0.60852206,0.32676035,-0.7343843,,4.606676,-11.534206,-0.34340498
None|Vako7|Varanus komodoensis,NA,Varanidae,Varanus,Varanus komodoensis,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,2.7280521,2.6737218,6.6036463,1.8466403,0.65128905,-0.01928486,,13.883981,-1.7295656,-10.393878
None|Anca_6|Anolis carolinensis,NA,Dactyloidae,Anolis,Anolis carolinensis,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,1.090892,2.3966994,6.6611285,3.1633022,0.3284715,0.041260295,,16.453634,3.4749615,-12.550984
None|Povi_6|Pogona vitticeps,NA,Agamidae,Pogona,Pogona vitticeps,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,0.9418266,2.445541,6.445729,3.0729208,0.3755097,-0.06392248,,15.888663,3.8809695,-12.4259815
None|Vako5|Varanus komodoensis,NA,Varanidae,Varanus,Varanus komodoensis,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,0.6382717,2.06133,6.5339255,3.7569041,0.40131512,0.0043330346,,16.100422,4.796414,-14.254909
None|Gaga_8|Gallus gallus,NA,Phasianidae,Gallus,Gallus gallus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,1.3619257,1.9988889,6.304641,3.7671661,-0.110712975,-0.124408394,,16.816254,2.0170085,-16.159634
None|Gaga_6|Gallus gallus,NA,Phasianidae,Gallus,Gallus gallus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,0.9707835,2.104618,6.5302444,3.525442,0.31256086,0.04763014,,15.964785,3.3434086,-13.937638
None|Prmu_6|Protobothrops mucrosquamatus,NA,Viperidae,Protobothrops,Protobothrops mucrosquamatus,1.0,snake genomic,snake genomic,NA,NA,NA,NA,NA,NA,NA,NA,8.144041,4.606418,7.476772,0.35631287,0.6691432,-0.20944081,,4.2318025,3.7371595,-5.673657
None|Povi_7|Pogona vitticeps,NA,Agamidae,Pogona,Pogona vitticeps,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,2.9748082,2.810517,6.649951,1.3883315,0.59481496,0.0028946714,,13.998954,-2.1208203,-9.433277
SP|A7X3M9|Erythrolamprus poecilogyrus,Probable weak neurotoxin,Dipsadidae,Erythrolamprus,Erythrolamprus poecilogyrus,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,7.8576646,6.998164,6.7889404,0.04218015,0.027994944,-0.20994711,,12.790082,-3.4332666,2.376544
None|Pybi_3|Python bivittatus,NA,Pythonidae,Python,Python bivittatus,1.0,snake genomic,snake genomic,NA,NA,NA,NA,NA,NA,NA,NA,2.1801643,1.9706537,6.3370457,2.5139906,0.26750746,-0.021764496,,16.29629,-1.2548413,-13.2518215
None|Nana_c3_dn_7|Naja naja,NA,Elapidae,Naja,Naja naja,1.0,snake genomic,snake genomic,NA,NA,NA,NA,NA,NA,NA,NA,2.3146665,2.2082796,6.466588,2.2162936,0.24177237,-0.15918149,,16.523354,-1.967359,-12.842799
TR|M9SZR1|Cylindrophis ruffus,NA,Cylindrophiidae,Cylindrophis,Cylindrophis ruffus,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.978391,6.6226773,7.585994,-0.28106964,-0.17982648,-0.19468156,,1.1096365,-5.0873995,2.7369885
TR|A0A098LWQ5|Python regius,NA,Pythonidae,Python,Python regius,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,9.072007,5.1206646,8.26053,-0.79819953,0.24512194,-0.18504432,,-3.6527843,-2.963732,-5.3553405
TR|M9T1L2|Aspidites melanocephalus,NA,Pythonidae,Aspidites,Aspidites melanocephalus,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.863165,5.412139,8.386043,-0.69624764,0.18376762,-0.13249646,,-3.6052978,-2.9522855,-4.7383575
TR|M9T271|Aspidites melanocephalus,NA,Pythonidae,Aspidites,Aspidites melanocephalus,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,9.063504,5.521344,8.437707,-0.658251,0.13882439,-0.16998266,,-3.6270843,-2.9101405,-4.6770377
None|Phci_4|Phascolarctos cinereus,NA,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,2.0776405,1.5739946,6.3242707,3.2075946,0.3904527,0.06754208,,14.544086,-1.117422,-16.713987
None|Chmy_3|Chelonia mydas,NA,Cheloniidae,Chelonia,Chelonia mydas,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,2.9463332,2.3863125,6.0470023,1.8197639,0.62545305,0.021418996,,10.949022,-1.7550888,-12.189855
SP|Q16553|Homo sapiens,Ly6,Hominidae,Homo,Homo sapiens,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,0.91379386,1.9378443,6.564776,3.9134698,0.5517646,0.0145627055,,15.20902,3.9441717,-15.08678
None|Phci_16|Phascolarctos cinereus,NA,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,3.4112968,2.5285625,6.8239727,1.3351147,0.85306627,0.08575162,,11.926492,-3.949263,-9.467428
NCBI|Boiga_dendrophila_dendrophila_GGUB01000027|Boiga dendrophila dendrophila,NA,Colubridae,Boiga,Boiga dendrophila dendrophila,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,12.329199,2.3904634,6.450449,-0.10837396,0.16418104,-0.4279442,,5.5175962,-14.224929,2.7034862
None|Bmul_scaffold7_G00817_t1|Bungarus multicinctus,NA,Elapidae,Bungarus,Bungarus multicinctus,NA,NA,3FTX,Orphan VIII,neurotoxin,short chain,NA,NA,NA,NA,NA,8.855964,7.2078485,6.2234406,-0.36562496,0.011695793,-0.0029399032,,3.0594668,-5.993332,4.773643
None|Nana_c3_dn_23|Naja naja,NA,Elapidae,Naja,Naja naja,4.0,snake genomic,snake genomic,NA,NA,NA,NA,NA,NA,NA,NA,5.898537,7.3683233,6.7531166,0.04616989,-0.33546105,0.050192695,,9.005408,8.15769,7.587623
SP|Q2VBP8|Ophiophagus hannah,Long neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,7.338392,2.8743634,6.1196947,-0.33606938,0.1454878,0.1516306,,6.141928,13.218628,-5.461612
SP|Q8UW29|Hydrophis hardwickii,Long neurotoxin,Hydrophiidae,Hydrophis,Hydrophis hardwickii,5.0,Long-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.219102,3.389757,7.1260395,-0.7155775,0.19917557,-0.00389781,,2.274634,8.701728,-8.038186
None|Hcur_superscaf_587_797385_795811|Hydrophis curtus,NA,Hydrophiidae,Hydrophis,Hydrophis curtus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.797135,3.0838947,7.3506546,-0.57282054,0.076470986,0.0006401046,,2.815303,8.703069,-8.193114
SP|A3FM53|Hydrophis hardwickii,Long neurotoxin,Hydrophiidae,Hydrophis,Hydrophis hardwickii,5.0,Long-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,7.927793,3.1091561,7.10709,-0.57282054,0.076470986,0.0006401046,,2.815301,8.7030735,-8.193137
None|Chmy_12|Chelonia mydas,NA,Cheloniidae,Chelonia,Chelonia mydas,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,1.6934564,2.823475,6.030968,2.5886428,0.020069646,-0.32086822,,17.0559,2.5314865,-8.885321
TR|A7X3U4|Thrasops jacksonii,NA,Colubridae,Thrasops,Thrasops jacksonii,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,13.260532,1.7360194,6.5312114,-0.036045793,0.22013699,-0.5660128,,12.905937,-18.057938,0.9192932
None|Phci_5|Phascolarctos cinereus,NA,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,2.691996,1.6444088,6.5374336,2.6588018,0.8517556,0.26945502,,14.161139,-3.1761775,-15.630387
None|Gaga_3|Gallus gallus,NA,Phasianidae,Gallus,Gallus gallus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,2.9125376,2.3175638,6.172525,1.9402984,0.5601839,-0.09519218,,11.608491,-1.8777145,-12.324754
None|Oran8|Ornithorhynchus anatinus,NA,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,3.4473476,2.2775316,6.549826,1.4509834,1.1087761,-0.2246243,,11.761871,-5.952744,-10.918082
None|Alsi_7|Alligator sinensis,NA,Alligatoridae,Alligator,Alligator sinensis,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,1.0393132,2.1840713,6.6355443,3.433102,0.3293267,-0.019243838,,16.288746,2.7927287,-13.668021
None|Oran_dn4|Ornithorhynchus anatinus,NA,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,2.8422122,2.4360113,6.681563,1.8936771,0.6097369,0.04177468,,13.272453,-2.2161558,-11.4454565
None|Gaga_2|Gallus gallus,NA,Phasianidae,Gallus,Gallus gallus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,2.5869846,1.6221211,6.042798,2.983767,0.5286037,0.37839437,,11.386243,-1.6223176,-16.462917
None|Oran2|Ornithorhynchus anatinus,NA,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,2.893552,1.5721415,6.0801516,2.5871778,0.78432447,0.29146513,,11.831339,-2.4956737,-14.975648
SP|Q53B52|Ophiophagus hannah,Short neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,9.912334,8.027299,8.418297,-0.23774731,-0.15151373,0.01946026,,-8.599231,-4.7912087,3.8186243
SP|Q53B48|Ophiophagus hannah,Short neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,10.030343,7.388388,8.551306,-0.5159429,-0.16065124,-0.14496718,,-8.1119995,-5.7251563,2.237209
SP|Q53B47|Ophiophagus hannah,Short neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,9.876269,7.8984776,8.442775,-0.33282387,-0.33698174,-0.17021951,,-7.9093623,-5.9020596,3.4163265
SP|Q53B50|Ophiophagus hannah,Short neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,9.928371,7.8042006,8.34568,-0.26452583,-0.23444578,0.07387432,,-8.73569,-4.762237,3.8694627
None|Alsi_10|Alligator sinensis,NA,Alligatoridae,Alligator,Alligator sinensis,1.0,Ly-6,Ly-6,NA,NA,NA,NA,NA,NA,NA,NA,2.716707,2.4855468,6.501077,1.8208387,0.6642672,0.097473234,,12.118193,-0.95132554,-11.118818
